content,aspect,sentiment,from,to
"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",food,2,99,103
"we ate here in march, 2006 and ordered the pre-theatre 3-course dinner with wine flight .",wine flight,1,76,87
"average to good thai food , but terrible delivery.",thai food,2,16,25
but the thing that my wife and i hated was it was so loud and it felt like 'bar' or ' pub '.,pub,0,86,89
"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,0,15,22
"fresh, authentic, french cuisine in substantial portions .",portions,2,48,56
the service was excellent and the food was delicious.,food,2,34,38
it took them 25 minutes to bring our appetizer .,appetizer,1,37,46
"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish,2,33,37
the fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,fillings,1,4,12
after really enjoying ourselves at the bar we sat down at a table and had dinner .,dinner,1,74,80
"besides, when you have bad service, that's less money you have to tip .",tip,0,66,69
this is the pinnacle of indian fast food (all fast foods in my opinion).,indian fast food,2,24,40
interesting other dishes for a change include chicken in curry sauce and salmon caserole.,dishes,2,18,24
"but their best dish is thh thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",dish,2,69,73
"best of all is the warm vibe , the owner is super friendly and service is fast.",vibe,2,24,28
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",lamb vindaloo,2,104,117
i recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal !,meal,1,97,101
really tasty spring rolls and noodles for a good price though.,spring rolls,2,13,25
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,0,143,147
"the freshest, best variety, and the fastest delivery .",delivery,2,44,52
"bagels are ok, but be sure not to make any special requests!",bagels,1,0,6
this is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,night scene,2,92,103
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza,0,4,15
"it's a shame that a nice, convenient place like the pink pony can be so ruined by lousy service .",service,0,88,95
"don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections .",non-veg selections,2,89,107
"outstanding bagels , but you get what you pay for.",bagels,2,12,18
they've the best desserts and mixed drinks as well as snack foods.,mixed drinks,2,30,42
"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",pizza,2,80,85
"ambience is delightful, service impeccable.",ambience,2,0,8
"this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",money,0,111,116
great value for the quality ingredients .,ingredients,2,28,39
"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",menu,1,25,29
"the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor .",flavor,0,127,133
"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.",italian cheese,2,76,90
nevertheless the food itself is pretty good.,food,2,17,21
the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area .,backyard dining area,2,91,111
"we did notice however, that some tables had what looked like pita instead of naan.",pita,0,61,65
while the food was good (certainly no il mulino) the service was horrendous.,food,2,10,14
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,2,36,40
"stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,0,81,85
the tastes makes your mouth water for more.,tastes,2,4,10
monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,2,97,112
appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,appetizers,1,0,10
the workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,1,43,48
"delicate spices, onions, eggs and a kick-ass roti.",eggs,2,25,29
obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,menu,2,50,54
this place has realy fresh sushi and a nice large menu of japanese classic cuisine.,sushi,2,27,32
the menu is nothing like the one on the website.,menu,0,4,8
the server was really cool and served us our food and drinks with a smile.,food,1,45,49
"a glass of leaping lizard , a glass of prosecco, and the mussels had everything happy.",glass of leaping lizard,2,2,25
i love their thai noodles with shrimp and chicken and coconut juice is the must!,thai noodles with shrimp and chicken and coconut juice,2,13,67
"the well mannered, pleasant staff that tony has in his employ.",staff,2,28,33
cozy romantic atomosphere with only around 15 tables at most.,tables,2,46,52
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,1,82,96
the service is fine and they allow you to enjoy the view .,view,2,52,56
i would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,2,63,71
if you want good authentic thai this place is not the place to go.,thai,0,27,31
"i recommend the jelly fish, drunken chicken and the soupy dumplings , certainly the stir fry blue crab.",soupy dumplings,2,52,67
"this place doesn't compare with mamoun's in terms of price, freshness, value , and consisent quality, but that's just my opinion.",value,0,71,76
"have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners .",diners,1,125,131
"stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,0,33,38
"food is average, and i would say even the chain restaurant baluchi's tastes better.",food,1,0,4
"great food at reasonable prices , makes for an evening that can't be beat!",prices,2,25,31
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,wasabi,2,117,123
the food at this place is 'gourmet' indian cuisine.,food,1,4,8
the ambience is very calm and quiet.,ambience,2,4,12
as always we had a great glass of wine while we waited.,glass of wine,2,25,38
"the food was terrific and the service classy, attentive, without being overbearing.",food,2,4,8
"great wine list (italian), good food, service was initially fine.",wine list,2,6,15
best pastrami i ever had and great portion without being ridiculous.,portion,2,35,42
"the menu was impressive with selections ranging from a burger, to steak , to escargot.",steak,1,66,71
their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,1,84,88
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,service,2,84,91
"over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food quality,0,15,27
"i don't know about you guys, but when i go somewhere to eat i go for the food not for the atmosphere .",atmosphere,1,90,100
i recieved prompt service with a smile.,service,2,18,25
it won't break the bank but i also wouldnt come back for the food .,food,0,61,65
the last time i went we were seated at a table in a corridor next to the kitchen.,table,0,41,46
we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food .,chinese food,2,93,105
"however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling .",ceiling,0,119,126
"some of the workers ignore me and talk to the female customers, other times, they've skipped my order .",order,0,96,101
"both times i was extremely dissappointed by the service , which was boarderline rude.",service,0,48,55
we had champagne and caviar and felt like princesses!,champagne,2,7,16
i ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,crab cocktail,0,14,27
the food is so cheap and the waiters are nice.,waiters,2,29,36
"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice , quality and quantity.",choice,0,213,219
"the man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",table,0,104,109
"for the price , you cannot eat this well in manhattan.",price,2,8,13
"we a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,2,103,107
"i had the black cod with yuzu sauce , which was wonderful.",black cod with yuzu sauce,2,10,35
we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,0,31,37
"the place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",place,2,4,9
i've never had bad service and the fish is fresh and delicious.,service,2,19,26
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,1,71,75
"service was decent, but not as smooth as i would expect from a place with these prices and reputation.",prices,0,80,86
"great food at reasonable prices, makes for an evening that can't be beat!",food,2,6,10
"it's also attached to angel's share, which is a cool, more romantic bar ...",bar,2,68,71
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",food,2,0,4
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,2,61,65
"the food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",waiter,0,29,35
i really loved the different and inovated touch that's the cheff gives to the food .,food,2,78,82
"if you go for the pre-theatre menu , it's an even greater deal.",pre-theatre menu,2,18,34
"for the quality of food , a little too expensive.",quality of food,0,8,23
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",chocolate sampler,2,76,93
the appetizers are just ok and the main courses were decidedly subpar.,main courses,0,35,47
"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,2,4,9
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,2,18,28
"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,0,127,141
"the service was excellent, the food was excellent, but the entire experience was very cool.",service,2,4,11
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos , hurt my molars.",bacos,0,181,186
"guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,2,131,136
"if you're looking for a great meal at a decent price, go to del frisco's!",meal,2,30,34
the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,2,4,8
"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",oysters,2,73,80
"solid wine list , knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",wine list,2,6,15
"the service was superb, they treat you like family.",service,2,4,11
i really loved the different and inovated touch that's the cheff gives to the food.,cheff,2,59,64
"top spot in town for vietnamese classics , better than places that cost a lot more.",vietnamese classics,2,21,40
"considering their price of $6.25 for lunch special, the dish was ridiculously small.",dish,0,56,60
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",wait,0,60,64
here's to the fake fish tanks too...,fish tanks,0,19,29
the exotic food is beautifully presented and is a delight in delicious combinations.,exotic food,2,4,15
"my turkey burger was not cooked at all, my friends salmon was completely raw.",turkey burger,0,3,16
"the service was typical short-order, dinner type.",service,1,4,11
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",eats,2,96,100
"nice ambiance, nice little bar, good bartender , francois, and good service.",bartender,2,37,46
there is a downside if you're ordering in -- the delivery guys have major attitude.,delivery guys,0,49,62
"i love their spicy scallop roll , and my boyfriend consistently gets the sesame chicken.",scallop roll,2,19,31
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,cheese,2,13,19
wow over 100 beers to choose from.,beers,2,13,18
"it is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bar,2,28,31
i must say the view of nyc is so beautiful!,view,2,15,19
i noted it was crossed off on the bill .,bill,1,34,38
the noodle and rices dishes taste great.,noodle and rices dishes,2,4,27
they even have a section in the menu called american chinese food!,menu,0,32,36
but the main hit was the whole grilled fish .,whole grilled fish,2,25,43
they are often crowded on the weekends but they are efficient and accurate with their service .,service,2,86,93
"they have it all -- great price, food , and service.",food,2,33,37
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",shrimp,0,89,95
"the food inludes famous scrumptious bombay style chaat such as bhelpuri , sevpuri and samosa chaats, as well as other great indian appetizers.",bhelpuri,2,63,71
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,0,60,68
yourself a favor and have dinner here and see if you dont agree with me.,dinner,1,26,32
wine list selection is good and wine-by-the-glass was generously filled to the top.,wine list selection,2,0,19
i cannot imagine a friendlier staff working in a restaurant.,staff,2,30,35
the food at this place is 'gourmet' indian cuisine .,'gourmet' indian cuisine,1,26,50
i had filet mignon with garlic mash .,filet mignon with garlic mash,1,6,35
"if your favorite chinese food is general tao chicken , then this is not your place.",general tao chicken,0,33,52
i've been here 3 times for lunch and it is one of my favorites in the city.,lunch,1,27,32
great atmoshere and worth every bit.,atmoshere,2,6,15
this food is asian-air fusion.,food,1,5,9
great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,2,15,20
food was ok - fish was cooked well.,fish,2,14,18
we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,1,75,83
"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,1,138,144
this is a great thai restaurant with a very friendly staff .,staff,2,53,58
"moules were excellent, lobster ravioli was very salty!",lobster ravioli,0,23,38
simple comfort food and what hot and lage portions.,comfort food,2,7,19
"very romantic fires - i've literally spent hours at lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,2,97,101
"however, service was as plain as sesame crusted salmon i had.",sesame crusted salmon,1,33,54
"quite frankly, this is some of the worst sushi i have ever tried.",sushi,0,41,46
my suggestion is to eat family style because you'll want to try the other dishes.,eat family style,2,20,36
"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambiance,1,22,30
"i am amazed by the poor reviews- i find this place to be standout italian in an area flooded with italian- great prices, great atmosphere, good service and a wonderful wine list.",service,2,144,151
"the service was poor, restaurant poorly lit, staff not very attentive and i would have rather eaten at a mcdonald's than this joint.",service,0,4,11
they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for?,back garden,2,17,28
"the only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,1,91,95
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",tanks,0,6,11
"had 1 appetizer , 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",appetizer,1,6,15
great food and the prices are very reasonable.,food,2,6,10
try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience.,chicken with cashew nuts,2,21,45
very popular style izakaya ( sake and small portion of sake-friendly dishes ).,sake,2,29,33
"good, fast service .",service,2,11,18
their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,peanut sauce,2,68,80
"the prices cannot be beat for the quality, quantity, freshness and taste.",prices,2,4,10
their coffee is quite good too!,coffee,2,6,12
"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",waiters,0,0,7
"cute place, nice wait staff but would never go there again.",wait staff,2,17,27
"but when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",waitresses,2,28,38
i have never before eaten 40 pieces of relatively good nigiri .,nigiri,1,55,61
they couldn't even make a salad that was appealing.,salad,0,26,31
"when we notified him that he didn't mention the specials , he didn't apologize but let us know that we made a very good decision regardless.",specials,1,48,56
the food is so cheap and the waiters are nice.,food,2,4,8
"small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken , it was good.",chicken,2,78,85
"while the ambiance and atmosphere were great, the food and service could have been a lot better.",food,0,50,54
"i asked for seltzer with lime , no ice.",seltzer with lime,1,12,29
the food is nothing like its menu description.,food,0,4,8
"i would definitely go back for a very special occasion, but not for regular fine dining .",dining,1,81,87
downstairs lounge is always a good attraction,downstairs lounge,2,0,17
"they are tasty, but i suggest only eating one with meat because they tend not to mesh that well with the average american digestive system.",meat,1,51,55
i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,wait staff,0,61,71
three of us arrived for dinner about 5:30 on a week night without reservations.,dinner,1,24,30
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food .",food,0,128,132
i had to ask her three times before she finally came back with the dish ive requested.,dish,1,67,71
"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",staff,2,4,9
i would recommend reservations on weekends though.,reservations,1,18,30
there was no ambiance .,ambiance,0,13,21
"while the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks,2,46,52
"the service is excellent, the decor is great, and the food is delicious and comes in large portions .",portions,2,91,99
as soon as my father lifted his pen from the check a chef appeared to usher us out.,chef,0,53,57
terrific menu full of unique rolls and special dishes.,menu,2,9,13
"yes, they use fancy ingredients , but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,2,20,31
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sushi chef,2,77,87
"cute place , nice wait staff but would never go there again.",place,2,5,10
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,seated,2,50,56
for dinner i had the chicken tikka-masala and some garlic naan .,garlic naan,1,51,62
i've been to several places for dim sum and this has got to be the worst.,dim sum,0,32,39
mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,panchetta,2,65,74
"the first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",courses,2,12,19
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).",large whole shrimp,2,101,119
"the beverages were excellent, and the dessert was good.",dessert,2,38,45
went on a double date with friend and his girlfriend for a few drinks and appetizers .,appetizers,1,74,84
their tuna tartar appetizer is to die for.,tuna tartar appetizer,2,6,27
"my husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portion,2,88,95
mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,goat cheese,2,49,60
prices too high for this cramped and unappealing resturant.,prices,0,0,6
decent wine selection too.,wine selection,2,7,21
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,2,57,62
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,2,121,128
they had scrapped the bottom of the vessel in which they make the rice -result - we had large chunks of burnt rice in our serving bowl.,rice,0,66,70
"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.",thin-crust pizza,2,31,47
has the chef and owner changed???,owner,1,17,22
the duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,2,4,15
"the seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",seating,0,4,11
"i need at least three rolls to be full, and that's at least $14.00!",rolls,1,22,27
my fish was delicious in an incredible curry sauce .,curry sauce,2,39,50
"we have never had any problems with charging the meal or the tip , and the food was delivered quickly, but we live only a few minutes walk from them.",tip,2,61,64
the fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,0,26,41
we ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,1,13,19
pick a bagel has the best bagels in the city.,bagels,2,26,32
"we were still sitting at the bar while we drank the sangria , but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,1,52,59
"the second you walk through the heavy vault like door , with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",door,1,49,53
"but after last night, spice grill is the only place i'm eating indian cuisine .",indian cuisine,2,63,77
"we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake , and the banana tempura.",sake,2,177,181
the food is nothing like its menu description .,menu description,0,29,45
"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",portions,0,85,93
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,2,61,65
"one of my favorites though was the angry lobster, a cold lobster salad that was magnificent.",cold lobster salad,2,52,70
very good wine choices .,wine choices,2,10,22
the hot dogs were cold in the middle and the buns were stale.,hot dogs,0,4,12
"our favorite meal is a pesto pizza, the house salad , and a good bottle of wine.",house salad,2,40,51
"normally that would be improper, however they were all delicious and my host did not complain.",host,1,72,76
try the olive cream cheese or the lox spread on a whole wheat everything bagel.,olive cream cheese,2,8,26
the menu has lots of options: i hope to go back to try those potato pancakes .,potato pancakes,2,61,76
it's great to go for a quick lunch either alone or with a friend.,lunch,2,29,34
"both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,2,24,29
it appears to be the owner 's first venture and it shows.,owner,0,21,26
"furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,0,17,21
"delicate spices , onions, eggs and a kick-ass roti.",spices,2,9,15
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,truffle oil,1,114,125
we walked in on a wednesday night and were seated promptly.,seated,2,43,49
"the only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",waitstaff,0,57,66
as soon as my father lifted his pen from the check a chef appeared to usher us out.,check,1,45,50
"not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,2,16,23
the quail was fantastic and unique and the pastas were full of flavor .,flavor,2,63,69
"great wine , great food.",wine,2,6,10
"then, get ripped on free box wine .",box wine,2,25,33
the menu is very limited - i think we counted 4 or 5 entrees .,entrees,0,53,60
this place has realy fresh sushi and a nice large menu of japanese classic cuisine.,menu,2,50,54
usually 3 vs. 4 items per dish .,dish,1,26,30
"great service , great food.",service,2,6,13
"it is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",tables,0,70,76
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,2,47,53
been going here since it opened have seen the quality value decrease considerably.,quality value,0,46,59
"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it.",waitstaff,2,46,55
the entire dining experience was wonderful!,dining experience,2,11,28
i cannot imagine better indian food in all of the city.,indian food,2,24,35
"$160 for 2 filets, 2 sides, an appetizer and drinks.",appetizer,1,31,40
"the wine is always good, the tapas are always yummy, especially with the warm pita bread.",wine,2,4,8
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art .",food art,2,102,110
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation .,reservation,1,106,117
"only drawback - they won't toast your bagel, and they don't make eggs for the bagel .",bagel,0,78,83
"try the crunchy tuna , it is to die for.",crunchy tuna,2,8,20
the prices were cheap compared to the quality of service and food.,prices,2,4,10
"only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",eggs,0,65,69
"in addition, the food is very good and the prices are reasonable.",food,2,17,21
succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,2,87,92
"the food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic thai cuisine.",flavors,2,20,27
this is a consistently great place to dine for lunch or dinner .,dinner,1,56,62
fine dining restaurant quality .,quality,2,23,30
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,0,10,20
"excellent dumplings served amid clean, chic decor.",dumplings,2,10,19
go to volare for 1st class service and terrific food.,service,2,27,34
"i found the food , service and value exceptional everytime i have been there.",food,2,12,16
"delicious food , excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",food,2,10,14
we began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,apples,1,64,70
the pizza is delicious and the proprietor is one of the nicest in nyc.,proprietor,2,31,41
there is also very limited seating and there can be a substantial wait in getting food at peak times.,food,1,82,86
"the bread is the soft paratha bread (unlike the plain bread they use in calcutta), and the stuffing is tandoori styled and very flavorful.",tandoori,2,103,111
"and kruno, the beverage manager is the best bartender i have yet to come across.",beverage manager,2,15,31
"luckily we saved room for the bbq salmon , sea bass and crispy duck.",bbq salmon,2,30,40
the food is okay and the prices here are mediocre.,food,1,4,8
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,2,72,76
"it's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,1,45,48
i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,1,77,80
"the sandwiches are dry, tasteless and way overpriced.",sandwiches,0,4,14
"if you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,0,49,53
and the prices were way to high for what you get.,prices,0,8,14
we got in line and were served while in line a bannan fritter.,served,1,24,30
"quality of food is excellent and price is cheap, stick to pork , fish, chicken, lamb and vegetables.",pork,2,58,62
"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,0,75,80
"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,0,84,91
the takeout is great too since they give high quality tupperware as well.,takeout,2,4,11
this is a consistently great place to dine for lunch or dinner.,dine,2,38,42
"three page wine menu, one page entree and horedevous .",horedevous,2,42,52
the food was exceptional.,food,2,4,8
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",tables,2,65,71
"it is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere .",atmosphere,2,152,162
the food here does a great service to the name (cantonese that is...).,food,2,4,8
"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .",fries,2,115,120
i got an excellent piece of cheesecake and we had several other nice pastries .,pastries,2,69,77
cozy romantic atomosphere with only around 15 tables at most.,atomosphere,2,14,25
the one vegetarian entree ( abby's treasure ) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,abby's treasure,2,28,43
"the bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,2,4,10
"so, for good food i'd recommend it, but not for a fun night out.",food,2,13,17
the 'kamasutra' and ' bombay cosmopolitan ' are excellent and will have you tipsy in no time.,bombay cosmopolitan,2,22,41
i had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,mango chicken,2,10,23
"luckily we saved room for the bbq salmon, sea bass and crispy duck.",sea bass,2,42,50
"staffs are not that friendly, but the taste covers all.",taste,2,38,43
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine .,japanese cuisine,0,82,98
i ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,1,14,27
went to ottimo and was expecting outstanding pizza (as i love la pizza fresca).,pizza,1,45,50
"the food is fresh, delicious, and reasonably priced.",food,2,4,8
this is one great place to eat pizza more out but not a good place for take-out pizza.,pizza,2,31,36
"our waitress was sweet and accomodating, not overbearing.",waitress,2,4,12
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta , our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",pasta,0,78,83
"it saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",bar,0,72,75
"great food, great lay out and awesome service .",service,2,38,45
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",sauce,0,188,193
"the food is spectacular, from the appitizers to the main course, and then of course the desserts, (wow) you'll need no more.",food,2,4,8
the place's decor and hidden bathrooms made for a good laugh.,decor,2,12,17
the desserts are more appealing then stuffy overpriced french restaurants.,desserts,2,4,12
"this place is really trendi but they have forgotten about the most important part of a  restaurant, the food .",food,0,104,108
"service was devine, oysters where a sensual as they come, and the price can't be beat!!!",oysters,2,20,27
"the puke green walls leave a lot to be desired, but the food is very good.",walls,0,15,20
"the real kicker of the menu , however, is the beef cubes or the chicken with chili and lemon grass.",menu,1,23,27
"the food , served in small tasting portions (as an option) is very good with each dish being better than the next.",food,2,4,8
